contig,Host_group
NODE_A5_length_25222_cov_32.310042_RO_17378_spr_rec_d,Lactobacillus
NODE_A5_length_25367_cov_16.058798_RO_17377_sum_ile_d,Lactobacillus
NODE_A5_length_26606_cov_19.692412_DE_18032_sum_ile_d,Lactobacillus
NODE_A5_length_28796_cov_13.042411_PT_19413_sum_mid_d,other
NODE_A5_length_30259_cov_24.801173_PT_19411_spr_mid_d,Frischella
NODE_A5_length_30519_cov_112.439032_UK_24337_sum_rec_d,Bifidobacterium
NODE_A5_length_30555_cov_168.275313_DE_18027_spr_rec_d,Lactobacillus
NODE_A5_length_31781_cov_133.149886_PT_19411_sum_rec_d,Bifidobacterium
NODE_A5_length_31934_cov_205.929623_CH_17688_aut_rec_d,Bifidobacterium
NODE_A5_length_32162_cov_82.694312_BE_16559_aut_rec_d,Bifidobacterium
NODE_A5_length_32287_cov_96.392145_UK_15140_sum_rec_d,Bifidobacterium
NODE_A5_length_32788_cov_19.256855_BE_16563_sum_ile_d,other
NODE_A5_length_33009_cov_15.069871_DE_18028_aut_mid_g,Bombella
NODE_A5_length_33035_cov_41.397870_RO_17363_sum_rec_d,Lactobacillus
NODE_A5_length_33312_cov_20.375177_CH_17690_aut_rec_d,other
NODE_A5_length_33385_cov_86.017713_NL_19101_sum_rec_d,Lactobacillus
NODE_A5_length_33465_cov_219.305439_NL_19100_sum_rec_d,Lactobacillus
NODE_A5_length_34021_cov_268.935718_DE_18028_aut_ile_g,Gilliamella
NODE_A5_length_34291_cov_248.072894_BE_16562_sum_mid_d,Gilliamella
NODE_A5_length_37205_cov_65.954590_RO_17381_sum_rec_d,Bartonella
NODE_A5_length_37254_cov_265.700272_PT_19410_aut_rec_d,Gilliamella
NODE_A5_length_38446_cov_317.036696_CH_17685_aut_rec_d,Bifidobacterium
NODE_A5_length_38999_cov_41.969734_RO_26024_aut_rec_d,Bombilactobacillus
NODE_A5_length_39342_cov_120.902636_CH_17687_aut_rec_d,Bartonella
NODE_A5_length_40335_cov_16.544314_PT_19407_aut_rec_d,other
NODE_A5_length_40583_cov_40.540142_BE_16563_aut_rec_d,other
NODE_A5_length_41977_cov_86.747566_PT_19413_spr_rec_d,Lactobacillus
NODE_A5_length_42186_cov_738.652473_DE_18030_spr_rec_d,Gilliamella
NODE_A5_length_42505_cov_213.108490_BE_16557_aut_rec_d,Bartonella
NODE_A5_length_43382_cov_23.957464_CH_17687_aut_mid_d,other
NODE_A5_length_44214_cov_6419.272424_CH_17689_aut_rec_d,Bartonella
NODE_A5_length_44490_cov_170.400198_RO_17378_sum_rec_d,Lactobacillus
NODE_A5_length_44561_cov_57.344011_CH_17691_aut_rec_d,Lactobacillus
NODE_A5_length_44682_cov_363.697119_DE_18033_spr_rec_d,Lactobacillus
NODE_A5_length_45815_cov_163.193231_FR_19773_sum_rec_d,other
NODE_A5_length_46181_cov_43.187619_BE_16560_sum_rec_d,other
NODE_A5_length_52242_cov_651.958325_PT_19407_sum_rec_d,Bartonella
NODE_A5_length_52996_cov_61.871445_RO_17377_sum_rec_d,Gilliamella
NODE_A5_length_64588_cov_82.301158_NL_19103_aut_rec_d,other
NODE_A60_length_16362_cov_119.808904_BE_16563_aut_rec_d,Lactobacillus
NODE_A61_length_15640_cov_330.115338_CH_17688_aut_mid_d,Lactobacillus
NODE_A620_length_2464_cov_3.862589_NL_19100_sum_mid_d,other
NODE_A62_length_10471_cov_764.447085_PT_19412_spr_rec_d,Lactobacillus
NODE_A62_length_3964_cov_6.805763_BE_16556_aut_mid_d,other
NODE_A63_length_18771_cov_1714.334200_NL_19104_aut_rec_d,Bifidobacterium
NODE_A63_length_4544_cov_17.564809_BE_16558_aut_mid_d,other
NODE_A643_length_3638_cov_7.332772_CH_17690_aut_rec_d,other
NODE_A64_length_4343_cov_9.911861_PT_19412_sum_mid_d,other
NODE_A650_length_3619_cov_5.091756_CH_17690_aut_rec_d,other
NODE_A65_length_18700_cov_125.491059_NL_19104_aut_rec_d,Bifidobacterium
NODE_A667_length_2539_cov_11.099106_BE_16560_spr_mid_d,other
NODE_A687_length_4123_cov_4.427830_CH_17687_aut_mid_d,other
NODE_A69_length_14269_cov_111.130707_PT_19412_sum_rec_d,Bifidobacterium
NODE_A6_length_15777_cov_480.420318_CH_17687_sum_ile_d,Lactobacillus
NODE_A6_length_17389_cov_137.406943_UK_14498_aut_rec_d,Lactobacillus
NODE_A6_length_18797_cov_18.456464_PT_19408_spr_rec_d,other
NODE_A6_length_19506_cov_38.498893_UK_14502_aut_rec_d,Bifidobacterium
NODE_A6_length_24269_cov_39.856812_UK_15140_sum_rec_d,Lactobacillus
NODE_A6_length_25694_cov_29.823828_BE_16562_sum_mid_d,Lactobacillus
NODE_A6_length_26819_cov_108.775522_FR_19769_aut_rec_d,Bombilactobacillus
NODE_A6_length_31231_cov_70.122039_BE_16559_spr_ile_d,Bifidobacterium
NODE_A6_length_31854_cov_20.621015_FR_19768_sum_rec_d,Bifidobacterium
NODE_A6_length_31885_cov_153.398548_CH_17688_aut_rec_d,Bifidobacterium
NODE_A6_length_32630_cov_193.673701_BE_16561_sum_rec_d,Bifidobacterium
NODE_A6_length_34776_cov_28.377705_BE_16562_aut_ile_d,Bartonella
NODE_A6_length_36685_cov_319.656359_PT_19409_spr_rec_d,Bifidobacterium
NODE_A6_length_36940_cov_107.101701_RO_17380_sum_rec_d,Bartonella
NODE_A6_length_37430_cov_203.293256_CH_17691_aut_rec_d,Bifidobacterium
NODE_A6_length_37882_cov_30.016030_CH_17685_aut_rec_d,Bartonella
NODE_A6_length_38060_cov_128.501593_DE_18033_spr_rec_d,Bombilactobacillus
NODE_A6_length_38479_cov_122.828160_DE_18029_spr_rec_d,Lactobacillus
NODE_A6_length_38942_cov_26.674540_CH_17687_sum_rec_d,Bartonella
NODE_A6_length_39288_cov_36.683941_PT_19414_sum_rec_d,other
NODE_A6_length_39463_cov_145.319758_UK_14502_sum_rec_d,Bartonella
NODE_A6_length_39653_cov_249.072013_BE_16558_sum_mid_d,Gilliamella
NODE_A6_length_39676_cov_108.688174_RO_26022_aut_rec_d,Lactobacillus
NODE_A6_length_40275_cov_79.227623_PT_19413_spr_rec_d,Lactobacillus
NODE_A6_length_40348_cov_815.746939_DE_18030_spr_rec_d,other
NODE_A6_length_40743_cov_100.681011_RO_17378_sum_rec_d,other
NODE_A6_length_41316_cov_169.571765_CH_17689_aut_rec_d,Bartonella
NODE_A6_length_41543_cov_184.493247_UK_14500_sum_ile_d,other
NODE_A6_length_42554_cov_34.481649_PT_19412_spr_rec_d,other
NODE_A6_length_43512_cov_16.707793_FR_19773_sum_rec_d,other
NODE_A6_length_43914_cov_138.658827_FR_19767_sum_rec_d,Bombilactobacillus
NODE_A6_length_43980_cov_23.767146_CH_17688_aut_mid_d,other
NODE_A6_length_48239_cov_18.297018_BE_16556_aut_rec_d,other
NODE_A70_length_4235_cov_22.066619_BE_16561_aut_mid_d,other
NODE_A720_length_2296_cov_3.443443_NL_19100_sum_mid_d,other
NODE_A73_length_4697_cov_8.429221_RO_17363_spr_mid_d,other
NODE_A73_length_4977_cov_6.583469_BE_16562_sum_mid_d,other
NODE_A75_length_14699_cov_26.415401_DE_18029_sum_rec_d,Bifidobacterium
NODE_A76_length_5765_cov_157.095640_NL_19104_aut_mid_d,other
NODE_A779_length_3368_cov_3.946825_CH_17690_aut_rec_d,other
NODE_A79_length_11530_cov_29.316598_UK_14500_sum_rec_d,Lactobacillus
NODE_A7_length_10977_cov_60.705963_UK_24337_aut_rec_d,Lactobacillus
NODE_A7_length_11081_cov_67.672119_BE_16562_spr_ile_d,Lactobacillus
NODE_A7_length_11406_cov_52.747286_FR_19773_aut_rec_d,Lactobacillus
NODE_A7_length_17608_cov_22.726427_NL_19102_sum_rec_d,Bifidobacterium
NODE_A7_length_18409_cov_30.140485_NL_19101_sum_rec_d,Bifidobacterium
NODE_A7_length_18642_cov_153.077081_PT_19411_aut_rec_d,Bifidobacterium
NODE_A7_length_18737_cov_30.570900_PT_19408_spr_rec_d,Bifidobacterium
NODE_A7_length_18811_cov_873.077026_DE_18030_aut_rec_d,Bifidobacterium
NODE_A7_length_18940_cov_15.177066_FR_19772_sum_rec_d,Bifidobacterium
NODE_A7_length_19024_cov_1030.541542_BE_16562_sum_mid_d,Bifidobacterium
NODE_A7_length_23816_cov_703.368339_BE_16563_spr_rec_d,Bifidobacterium
NODE_A7_length_25252_cov_27.975650_RO_26022_aut_ile_d,Lactobacillus
NODE_A7_length_25683_cov_82.007225_NL_20378_aut_rec_d,other
NODE_A7_length_25864_cov_42.369450_NL_20378_spr_mid_d,Gilliamella
NODE_A7_length_26493_cov_31.033502_CH_17692_aut_rec_d,Gilliamella
NODE_A7_length_27388_cov_24.512394_UK_24337_sum_rec_d,other
NODE_A7_length_28506_cov_617.566816_BE_16556_spr_rec_d,Lactobacillus
NODE_A7_length_31055_cov_56.326393_NL_19100_sum_rec_d,Lactobacillus
NODE_A7_length_31286_cov_252.863789_RO_17382_aut_rec_d,Bifidobacterium
NODE_A7_length_31456_cov_11.446254_FR_19768_sum_rec_d,other
NODE_A7_length_31838_cov_157.738295_BE_16558_aut_rec_d,Bifidobacterium
NODE_A7_length_31887_cov_23.030336_CH_17685_sum_rec_d,other
NODE_A7_length_31912_cov_112.653903_BE_16557_spr_rec_d,Bifidobacterium
NODE_A7_length_32014_cov_6676.427373_DE_18028_aut_mid_g,Bifidobacterium
NODE_A7_length_32037_cov_22.208605_FR_19770_sum_rec_d,Bifidobacterium
NODE_A7_length_32137_cov_27.095446_DE_18028_aut_ile_g,Bifidobacterium
NODE_A7_length_32202_cov_529.805105_FR_19774_sum_rec_d,Bifidobacterium
NODE_A7_length_32333_cov_443.476438_BE_16560_spr_rec_d,Bifidobacterium
NODE_A7_length_32457_cov_308.196479_NL_19104_aut_ile_d,Bifidobacterium
NODE_A7_length_32601_cov_43.159851_PT_19413_spr_rec_d,Lactobacillus
NODE_A7_length_32653_cov_189.680808_DE_18029_spr_mid_d,Frischella
NODE_A7_length_32836_cov_37.529839_DE_18033_aut_mid_d,Bombella
NODE_A7_length_32843_cov_1310.828267_NL_19103_spr_rec_d,Lactobacillus
NODE_A7_length_33886_cov_116.461859_RO_26022_aut_rec_d,Lactobacillus
NODE_A7_length_35368_cov_806.722195_BE_16557_sum_rec_d,Lactobacillus
NODE_A7_length_36358_cov_39.650368_PT_19410_aut_rec_d,Bartonella
NODE_A7_length_36540_cov_213.967090_DE_18033_spr_rec_d,Gilliamella
NODE_A7_length_38096_cov_109.990137_CH_17691_sum_rec_d,Bartonella
NODE_A7_length_40772_cov_124.879174_CH_17689_aut_rec_d,Bartonella
NODE_A7_length_40924_cov_67.841286_PT_19412_sum_rec_d,other
NODE_A7_length_46296_cov_799.623423_CH_17692_sum_rec_d,Lactobacillus
NODE_A7_length_46568_cov_35.150674_PT_19407_spr_rec_d,Bartonella
NODE_A80_length_3659_cov_6.384980_PT_19413_sum_mid_d,other
NODE_A80_length_4118_cov_36.652066_BE_16561_aut_mid_d,other
NODE_A80_length_5553_cov_41.154492_DE_18029_spr_mid_d,other
NODE_A82_length_3205_cov_13.872442_RO_26022_aut_mid_d,other
NODE_A83_length_4638_cov_24.306073_NL_19100_aut_mid_d,other
NODE_A85_length_2956_cov_6.934700_NL_19102_aut_mid_d,other
NODE_A85_length_5479_cov_10.558682_DE_18029_spr_mid_d,other
NODE_A865_length_3343_cov_4.119106_BE_16563_sum_rec_d,other
NODE_A88_length_4615_cov_5.596739_NL_19103_aut_mid_d,other
NODE_A8_length_11177_cov_15.940270_FR_19770_spr_ile_g,Lactobacillus
NODE_A8_length_12958_cov_164.239811_UK_23922_aut_rec_d,Bifidobacterium
NODE_A8_length_18654_cov_3386.919632_PT_19408_spr_rec_d,Bifidobacterium
NODE_A8_length_18709_cov_32.293205_UK_14501_spr_rec_d,Bifidobacterium
NODE_A8_length_19563_cov_38.623627_UK_15140_sum_rec_d,Bifidobacterium
NODE_A8_length_24079_cov_88.084868_DE_18031_sum_rec_d,Lactobacillus
NODE_A8_length_24588_cov_90.705928_UK_24337_sum_rec_d,Gilliamella
NODE_A8_length_27232_cov_148.611821_PT_19409_aut_rec_d,Lactobacillus
NODE_A8_length_28044_cov_70.135410_BE_16559_spr_ile_d,Lactobacillus
NODE_A8_length_28223_cov_210.492219_PT_19412_aut_rec_d,Lactobacillus
NODE_A8_length_28290_cov_37.796335_PT_19407_aut_rec_d,Bombella
NODE_A8_length_30035_cov_26.544896_PT_19408_sum_rec_d,Lactobacillus
NODE_A8_length_30485_cov_389.616515_RO_26022_aut_rec_d,Bifidobacterium
NODE_A8_length_31257_cov_3843.266838_RO_17382_aut_rec_d,Bifidobacterium
NODE_A8_length_31341_cov_183.927968_FR_19768_sum_rec_d,Bifidobacterium
NODE_A8_length_31973_cov_2449.074586_DE_18028_aut_mid_g,Bifidobacterium
NODE_A8_length_32002_cov_1743.876492_FR_19770_sum_rec_d,Bifidobacterium
NODE_A8_length_32112_cov_249.892774_FR_19774_sum_rec_d,Bifidobacterium
NODE_A8_length_32127_cov_18.566615_DE_18028_aut_ile_g,Bombella
NODE_A8_length_32620_cov_2755.119565_NL_19103_spr_rec_d,Gilliamella
NODE_A8_length_33236_cov_49.475587_DE_18027_aut_rec_d,Lactobacillus
NODE_A8_length_33487_cov_46.102005_BE_16557_sum_rec_d,Lactobacillus
NODE_A8_length_33708_cov_63.757040_BE_16558_spr_rec_d,Lactobacillus
NODE_A8_length_34144_cov_367.256377_DE_18030_spr_rec_d,Lactobacillus
NODE_A8_length_36540_cov_88.051340_DE_18032_sum_rec_d,Lactobacillus
NODE_A8_length_36649_cov_59.432626_BE_16558_sum_mid_d,Gilliamella
NODE_A8_length_37310_cov_187.492628_CH_17691_sum_rec_d,Gilliamella
NODE_A8_length_37870_cov_300.335485_BE_16557_aut_rec_d,Bifidobacterium
NODE_A8_length_39429_cov_27.847987_BE_16562_aut_mid_d,other
NODE_A8_length_40021_cov_52.401237_RO_17377_sum_rec_d,other
NODE_A8_length_41675_cov_556.768258_PT_19412_spr_rec_d,other
NODE_A8_length_42810_cov_21.337538_CH_17692_sum_rec_d,other
NODE_A8_length_43022_cov_1099.402724_NL_19104_spr_rec_d,Gilliamella
NODE_A8_length_43074_cov_179.202828_BE_16560_aut_ile_d,Lactobacillus
NODE_A8_length_44166_cov_328.465445_BE_16556_sum_rec_d,other
NODE_A8_length_44604_cov_182.491230_UK_14502_sum_mid_d,other
NODE_A8_length_47396_cov_122.654895_BE_16556_aut_rec_d,other
NODE_A915_length_2546_cov_9.356825_UK_14502_sum_mid_d,other
NODE_A92_length_12395_cov_51.844049_PT_19412_sum_rec_d,Bifidobacterium
NODE_A92_length_3958_cov_5.933265_RO_17363_spr_mid_d,other
NODE_A98_length_15155_cov_63.937127_PT_19413_sum_rec_d,Lactobacillus
NODE_A98_length_4394_cov_4.805652_NL_19100_aut_mid_d,other
NODE_A99_length_11478_cov_52.515218_PT_19412_sum_rec_d,Bifidobacterium
NODE_A9_length_11373_cov_18.772486_UK_14498_aut_rec_d,Bifidobacterium
NODE_A9_length_14921_cov_122.323565_PT_19414_aut_rec_d,Lactobacillus
NODE_A9_length_18805_cov_18.588424_RO_17378_spr_rec_d,Gilliamella
NODE_A9_length_19161_cov_347.565080_FR_19769_aut_rec_d,Bifidobacterium
NODE_A9_length_19210_cov_1089.122984_NL_19102_aut_rec_d,Bifidobacterium
NODE_A9_length_22706_cov_245.423174_UK_14500_aut_rec_d,Lactobacillus
NODE_A9_length_22880_cov_43.080560_UK_14501_sum_rec_d,Lactobacillus
NODE_A9_length_23979_cov_65.178855_DE_18028_spr_rec_d,Gilliamella
NODE_A9_length_24237_cov_31.117964_PT_19407_aut_rec_d,Frischella
NODE_A9_length_24934_cov_42.807217_CH_17687_aut_rec_d,Gilliamella
NODE_A9_length_25012_cov_23.530178_RO_17363_sum_rec_d,Lactobacillus
NODE_A9_length_26304_cov_158.847371_BE_16559_spr_ile_d,Bifidobacterium
NODE_A9_length_27972_cov_17.081807_BE_16560_spr_mid_d,other
NODE_A9_length_30475_cov_274.002533_RO_26022_aut_rec_d,Bifidobacterium
NODE_A9_length_31761_cov_187.420401_DE_18028_aut_rec_d,Lactobacillus
NODE_A9_length_32550_cov_79.941921_RO_17378_sum_rec_d,Bifidobacterium
NODE_A9_length_33836_cov_194.818922_NL_19101_spr_rec_d,Lactobacillus
NODE_A9_length_34638_cov_150.300570_UK_14500_sum_rec_d,Gilliamella
NODE_A9_length_35149_cov_94.249059_PT_19409_spr_rec_d,Gilliamella
NODE_A9_length_35827_cov_67.892811_UK_14498_aut_mid_d,Bombella
NODE_A9_length_36197_cov_27.161047_BE_16562_sum_rec_d,other
NODE_A9_length_37470_cov_38.154387_BE_16557_aut_rec_d,Bartonella
NODE_A9_length_38526_cov_40.661604_RO_17377_sum_rec_d,Gilliamella
NODE_A9_length_39063_cov_166.162905_FR_19767_sum_rec_d,other
NODE_A9_length_39294_cov_157.804651_PT_19413_sum_rec_d,Lactobacillus
NODE_A9_length_40159_cov_53.271044_CH_17689_aut_rec_d,other
NODE_A9_length_40881_cov_644.335629_CH_17691_aut_ile_d,other
NODE_A9_length_41317_cov_18.352619_CH_17687_aut_mid_d,other
NODE_A9_length_42911_cov_46.541579_BE_16560_aut_ile_d,other
NODE_A9_length_45275_cov_106.721404_BE_16556_aut_rec_d,other
NODE_B10_length_16463_cov_39.952337_PT_19412_aut_rec_d,Lactobacillus
NODE_B11_length_19243_cov_31.851195_RO_17377_sum_rec_d,Bifidobacterium
NODE_B11_length_43700_cov_60.121931_CH_17688_aut_mid_d,Lactobacillus
NODE_B12_length_15324_cov_20.692464_BE_16558_aut_rec_d,Bifidobacterium
NODE_B12_length_17388_cov_135.159667_BE_16556_aut_rec_d,Lactobacillus
NODE_B12_length_18852_cov_17.631585_BE_16563_aut_rec_d,Bifidobacterium
NODE_B12_length_19160_cov_55.351307_CH_17691_sum_rec_d,Bifidobacterium
NODE_B12_length_19861_cov_21.391023_PT_19414_sum_rec_d,Lactobacillus
NODE_B13_length_18609_cov_51.641161_NL_19101_aut_rec_d,Bifidobacterium
NODE_B14_length_13027_cov_42.606332_DE_18029_sum_rec_d,Bifidobacterium
NODE_B14_length_16402_cov_22.348545_NL_19101_aut_rec_d,Bifidobacterium
NODE_B15_length_18941_cov_240.831584_NL_19103_aut_rec_d,Bifidobacterium
NODE_B16_length_11253_cov_163.756711_DE_18028_aut_mid_g,Lactobacillus
NODE_B16_length_18523_cov_34.894828_NL_19104_aut_rec_d,Bifidobacterium
NODE_B17_length_10871_cov_179.755698_DE_18028_aut_mid_g,Lactobacillus
NODE_B19_length_14341_cov_60.653603_BE_16558_sum_mid_d,Bifidobacterium
NODE_B1_length_116103_cov_121.755029_PT_19410_spr_rec_d,Bifidobacterium
NODE_B1_length_147888_cov_31.550683_RO_17377_sum_rec_d,Lactobacillus
NODE_B1_length_30858_cov_61.994672_PT_19414_sum_mid_d,Frischella
NODE_B1_length_31753_cov_27.736236_UK_14500_aut_rec_d,Lactobacillus
NODE_B1_length_32606_cov_16.672784_RO_17377_sum_ile_d,Bifidobacterium
NODE_B1_length_35509_cov_180.432547_BE_16563_sum_rec_d,Lactobacillus
NODE_B1_length_37686_cov_89.318036_BE_16559_sum_rec_d,Bifidobacterium
NODE_B1_length_37887_cov_53.540598_CH_17687_sum_rec_d,Bifidobacterium
NODE_B1_length_39944_cov_20.497579_BE_16562_sum_mid_d,other
NODE_B1_length_40778_cov_138.617282_RO_26022_aut_ile_d,Bombilactobacillus
NODE_B1_length_42232_cov_46.105065_CH_17691_sum_rec_d,Lactobacillus
NODE_B1_length_46442_cov_181.037334_DE_18028_spr_rec_d,Lactobacillus
NODE_B1_length_52594_cov_154.587467_DE_18032_sum_mid_d,Gilliamella
NODE_B1_length_55411_cov_69.338707_RO_17381_sum_rec_d,Bartonella
NODE_B1_length_58070_cov_347.852189_BE_16559_aut_rec_d,Bartonella
NODE_B1_length_65157_cov_175.000630_DE_18027_spr_rec_d,Gilliamella
NODE_B28_length_9563_cov_160.863799_CH_17685_aut_rec_d,Lactobacillus
NODE_B2_length_18971_cov_29.637822_FR_19769_sum_rec_d,Bifidobacterium
NODE_B2_length_24191_cov_14.227420_DE_18032_spr_rec_d,Gilliamella
NODE_B2_length_24498_cov_19.036444_PT_19413_spr_rec_d,Lactobacillus
NODE_B2_length_27368_cov_25.088198_PT_19413_spr_mid_d,Lactobacillus
NODE_B2_length_28358_cov_20.567625_PT_19408_spr_rec_d,Lactobacillus
NODE_B2_length_30218_cov_24.947845_UK_15140_sum_rec_d,Lactobacillus
NODE_B2_length_35945_cov_92.144056_PT_19408_sum_rec_d,Bifidobacterium
NODE_B2_length_36060_cov_308.450741_UK_14501_spr_rec_d,Bifidobacterium
NODE_B2_length_37560_cov_202.528853_CH_17687_aut_rec_d,Bifidobacterium
NODE_B2_length_37988_cov_135.766928_BE_16556_spr_rec_d,Bifidobacterium
NODE_B2_length_38911_cov_40.611552_RO_26022_aut_rec_d,Bartonella
NODE_B2_length_45088_cov_107.957921_DE_18030_spr_rec_d,Lactobacillus
NODE_B2_length_45196_cov_137.819034_PT_19412_spr_rec_d,Lactobacillus
NODE_B2_length_50082_cov_24.287251_FR_19773_sum_rec_d,Bartonella
NODE_B2_length_56257_cov_40.894731_RO_17378_sum_rec_d,other
NODE_B2_length_61953_cov_117.692692_NL_19100_aut_rec_d,Bartonella
NODE_B2_length_63843_cov_39.111815_RO_17377_sum_rec_d,Bartonella
NODE_B37_length_22659_cov_26.852759_CH_17688_aut_mid_d,Lactobacillus
NODE_B3_length_18271_cov_47.753160_PT_19408_spr_rec_d,Bifidobacterium
NODE_B3_length_20250_cov_168.073217_BE_16557_spr_rec_d,Lactobacillus
NODE_B3_length_25127_cov_420.502715_RO_17371_sum_rec_d,Bifidobacterium
NODE_B3_length_29504_cov_506.823359_DE_18029_sum_rec_d,Bifidobacterium
NODE_B3_length_30333_cov_357.580282_BE_16561_sum_rec_d,Bifidobacterium
NODE_B3_length_32353_cov_95.902063_CH_17685_sum_rec_d,Bifidobacterium
NODE_B3_length_38735_cov_21.062135_DE_18028_aut_rec_d,Lactobacillus
NODE_B3_length_40224_cov_17.155304_NL_19100_aut_rec_d,Bartonella
NODE_B3_length_64785_cov_40.610805_NL_19103_aut_rec_d,Bartonella
NODE_B4_length_17321_cov_19.070401_FR_19772_sum_rec_d,Lactobacillus
NODE_B4_length_18549_cov_53.530749_UK_14502_aut_rec_d,Bifidobacterium
NODE_B4_length_21509_cov_46.460106_DE_18032_spr_rec_d,Lactobacillus
NODE_B4_length_22121_cov_22.706587_UK_14502_sum_rec_d,Lactobacillus
NODE_B4_length_22536_cov_85.829333_BE_16556_spr_rec_d,Lactobacillus
NODE_B4_length_25110_cov_19.099109_RO_17371_sum_rec_d,Bifidobacterium
NODE_B4_length_26627_cov_24.313898_BE_16560_spr_rec_d,Lactobacillus
NODE_B4_length_31329_cov_644.946275_FR_19768_sum_rec_d,Bifidobacterium
NODE_B4_length_37795_cov_64.621295_BE_16559_aut_rec_d,Bartonella
NODE_B4_length_38449_cov_16.816324_PT_19407_aut_rec_d,Lactobacillus
NODE_B4_length_41297_cov_92.144833_BE_16563_aut_rec_d,other
NODE_B4_length_42024_cov_104.541850_BE_16556_sum_rec_d,Lactobacillus
NODE_B5_length_18849_cov_327.257298_DE_18028_aut_rec_d,Bifidobacterium
NODE_B5_length_25735_cov_28.520734_PT_19412_spr_rec_d,Lactobacillus
NODE_B5_length_25891_cov_13.020105_RO_26024_aut_rec_d,Lactobacillus
NODE_B5_length_26422_cov_26.298349_BE_16558_spr_rec_d,Lactobacillus
NODE_B5_length_26512_cov_14.466541_NL_19100_aut_rec_d,Lactobacillus
NODE_B5_length_27880_cov_57.032802_NL_20378_spr_rec_d,Lactobacillus
NODE_B5_length_29049_cov_49.465070_NL_19104_spr_rec_d,Lactobacillus
NODE_B5_length_29526_cov_27.887500_BE_16560_sum_rec_d,Lactobacillus
NODE_B5_length_32051_cov_22.582348_PT_19414_sum_rec_d,Lactobacillus
NODE_B5_length_34684_cov_365.620395_RO_17381_sum_rec_d,Bifidobacterium
NODE_B5_length_38745_cov_23.352927_NL_19101_aut_rec_d,Bombella
NODE_B6V_length_37586V31468_cov_26.890240_NL_19101_aut_rec_d,Bartonella
NODE_B6_length_16363_cov_426.271153_RO_17378_aut_rec_d,Bifidobacterium
NODE_B6_length_19492_cov_117.068401_DE_18031_sum_rec_d,Bifidobacterium
NODE_B6_length_21140_cov_107.547310_RO_26024_aut_rec_d,Bifidobacterium
NODE_B6_length_25372_cov_60.740028_DE_18027_aut_rec_d,Gilliamella
NODE_B6_length_31383_cov_49.728167_PT_19414_sum_rec_d,Lactobacillus
NODE_B7_length_14309_cov_671.733347_FR_19768_sum_rec_d,Bifidobacterium
NODE_B7_length_19101_cov_38.529016_DE_18031_sum_rec_d,Bifidobacterium
NODE_B7_length_19108_cov_132.414377_BE_16558_aut_rec_d,Bifidobacterium
NODE_B7_length_20754_cov_46.268076_BE_16563_aut_rec_d,Lactobacillus
NODE_B7_length_25346_cov_13.578258_NL_19104_spr_rec_d,Bartonella
NODE_B8_length_13016_cov_19.689698_NL_20378_aut_rec_d,Bifidobacterium
NODE_B8_length_17417_cov_234.326182_CH_17691_aut_rec_d,Lactobacillus
NODE_B8_length_19060_cov_39.469525_DE_18029_sum_rec_d,Bifidobacterium
NODE_B8_length_20721_cov_61.175693_BE_16563_aut_rec_d,Lactobacillus
NODE_B8_length_24055_cov_36.942989_NL_19104_spr_rec_d,Lactobacillus
NODE_B9_length_17837_cov_77.599718_DE_18031_sum_rec_d,Bifidobacterium
NODE_B9_length_19290_cov_35.906938_DE_18028_aut_mid_g,Lactobacillus
NODE_B9_length_19590_cov_20.280121_BE_16560_sum_rec_d,Bifidobacterium
NODE_B9_length_22220_cov_15.319424_NL_19100_aut_rec_d,Bifidobacterium
NODE_B9_length_29503_cov_22.561442_CH_17692_sum_rec_d,other
NODE_B9_length_34801_cov_14.007084_NL_19103_aut_rec_d,other
NODE_C1_length_17408_cov_90.405805_PT_19413_spr_mid_d,Lactobacillus
NODE_C1_length_19077_cov_109.476632_PT_19408_spr_rec_d,Bifidobacterium
NODE_C1_length_19187_cov_45.732130_RO_17371_sum_rec_d,Bifidobacterium
NODE_C1_length_19246_cov_16.761281_BE_16556_sum_rec_d,Bifidobacterium
NODE_C1_length_21431_cov_15.004027_PT_19413_sum_rec_d,Lactobacillus
NODE_C1_length_32120_cov_50.649970_DE_18031_sum_rec_d,Bifidobacterium
NODE_C1_length_32221_cov_22.414852_BE_16557_sum_rec_d,Bifidobacterium
NODE_C1_length_32397_cov_25.445111_CH_17692_sum_rec_d,Bifidobacterium
NODE_C1_length_32522_cov_15.475358_BE_16560_spr_rec_d,Bifidobacterium
NODE_C1_length_32569_cov_16.285609_PT_19407_aut_rec_d,Bifidobacterium
NODE_C1_length_35923_cov_36.824248_PT_19411_spr_rec_d,Bifidobacterium
NODE_C1_length_37722_cov_44.815221_CH_17688_aut_rec_d,Bartonella
NODE_C1_length_38517_cov_55.047971_BE_16562_sum_rec_d,Bifidobacterium
NODE_C1_length_40193_cov_26.204931_BE_16559_aut_rec_d,Bifidobacterium
NODE_C1_length_40204_cov_18.514491_BE_16561_aut_rec_d,Bifidobacterium
NODE_C1_length_42195_cov_42.462510_DE_18032_sum_rec_d,Bifidobacterium
NODE_C1_length_43381_cov_33.955385_DE_18033_spr_rec_d,Gilliamella
NODE_C1_length_43536_cov_55.681631_PT_19407_spr_rec_d,Lactobacillus
NODE_C1_length_44581_cov_22.774717_DE_18029_sum_rec_d,other
