contig,Host_group
NODE_A35_length_5712_cov_12.652174_DE_18027_spr_mid_d,unknown
NODE_A35_length_5793_cov_30.016620_PT_19407_sum_mid_d,unknown
NODE_A35_length_5869_cov_47.626554_BE_16558_aut_mid_d,unknown
NODE_A35_length_8957_cov_15.795270_NL_19100_sum_mid_d,unknown
NODE_A35_length_9654_cov_46.856009_PT_19408_sum_rec_d,unknown
NODE_A364_length_5970_cov_8.685389_BE_16556_aut_rec_d,unknown
NODE_A36_length_10303_cov_235.460297_BE_16557_sum_mid_d,unknown
NODE_A36_length_11493_cov_8.585669_RO_26022_aut_ile_d,unknown
NODE_A36_length_26827_cov_10.723252_NL_19104_aut_rec_d,unknown
NODE_A36_length_4129_cov_13.995311_RO_17378_sum_mid_d,unknown
NODE_A36_length_5561_cov_21.577316_FR_19768_sum_mid_d,unknown
NODE_A36_length_5620_cov_6.592459_DE_18027_spr_mid_d,unknown
NODE_A36_length_5787_cov_37.064974_PT_19407_sum_mid_d,unknown
NODE_A36_length_5853_cov_12.300035_RO_17378_spr_mid_d,unknown
NODE_A370_length_3411_cov_81.459508_BE_16557_sum_mid_d,unknown
NODE_A372_length_3409_cov_8.966086_BE_16557_sum_mid_d,unknown
NODE_A372_length_3683_cov_5.248475_CH_17692_sum_rec_d,unknown
NODE_A377_length_2959_cov_9.775850_DE_18032_sum_mid_d,unknown
NODE_A37_length_10578_cov_43.480430_NL_19103_sum_rec_d,unknown
NODE_A37_length_26795_cov_40.674789_NL_19104_aut_rec_d,unknown
NODE_A37_length_5447_cov_10.176350_UK_15140_sum_rec_d,unknown
NODE_A380_length_2425_cov_2.629898_BE_16562_sum_mid_d,unknown
NODE_A382_length_3326_cov_22.814404_BE_16557_sum_mid_d,unknown
NODE_A383_length_2952_cov_3.596174_DE_18032_sum_mid_d,unknown
NODE_A384_length_4667_cov_6.250763_CH_17690_aut_rec_d,unknown
NODE_A385_length_2722_cov_11.604159_NL_19104_aut_mid_d,unknown
NODE_A385_length_3313_cov_5.430779_BE_16557_sum_mid_d,unknown
NODE_A385_length_3806_cov_7.516761_BE_16562_aut_mid_d,unknown
NODE_A385_length_5190_cov_17.901232_NL_19104_aut_rec_d,unknown
NODE_A387_length_2931_cov_8.309390_DE_18032_sum_mid_d,unknown
NODE_A388_length_3798_cov_7.644182_BE_16562_aut_mid_d,unknown
NODE_A38_length_11922_cov_19.882566_NL_19100_sum_rec_d,unknown
NODE_A38_length_5444_cov_38.019937_PT_19411_spr_mid_d,unknown
NODE_A390_length_2477_cov_7.127917_NL_19102_sum_mid_d,unknown
NODE_A393_length_3772_cov_6.505548_BE_16562_aut_mid_d,unknown
NODE_A394_length_2912_cov_14.275838_DE_18032_sum_mid_d,unknown
NODE_A396_length_2615_cov_2.321119_RO_17381_sum_mid_d,unknown
NODE_A396_length_3239_cov_6.968374_BE_16557_sum_mid_d,unknown
NODE_A39_length_4487_cov_41.731066_BE_16556_aut_mid_d,unknown
NODE_A39_length_4722_cov_5.310011_BE_16561_aut_mid_d,unknown
NODE_A39_length_5391_cov_10.660519_PT_19411_spr_mid_d,unknown
NODE_A39_length_5858_cov_9.215534_NL_20378_aut_mid_d,unknown
NODE_A3_length_17396_cov_208.333045_UK_24337_aut_rec_d,unknown
NODE_A3_length_21879_cov_10.783460_FR_19770_aut_mid_d,unknown
NODE_A3_length_31980_cov_10.505971_DE_18030_spr_mid_d,unknown
NODE_A3_length_33431_cov_48.777538_FR_19769_aut_rec_d,unknown
NODE_A3_length_37497_cov_221.416168_BE_16561_sum_rec_d,unknown
NODE_A3_length_37797_cov_44.859517_BE_16560_spr_mid_d,unknown
NODE_A3_length_40671_cov_101.193551_NL_19104_sum_rec_d,unknown
NODE_A3_length_41202_cov_85.258942_BE_16559_spr_rec_d,unknown
NODE_A3_length_42231_cov_12.585781_CH_17687_aut_rec_d,unknown
NODE_A3_length_42965_cov_105.970575_UK_14501_sum_rec_d,unknown
NODE_A3_length_43123_cov_73.332249_PT_19414_spr_rec_d,unknown
NODE_A3_length_43517_cov_28.370741_BE_16558_sum_rec_d,unknown
NODE_A3_length_44338_cov_21.794085_CH_17691_sum_rec_d,unknown
NODE_A3_length_44400_cov_93.683167_NL_19104_spr_mid_d,unknown
NODE_A3_length_44731_cov_82.218592_UK_14498_aut_mid_d,unknown
NODE_A3_length_45307_cov_5435.697148_DE_18030_spr_rec_d,unknown
NODE_A3_length_45360_cov_525.028929_PT_19410_spr_mid_d,unknown
NODE_A3_length_46431_cov_162.295616_DE_18029_spr_rec_d,unknown
NODE_A3_length_47328_cov_39.189372_CH_17691_aut_ile_d,unknown
NODE_A3_length_48177_cov_36.367713_PT_19412_spr_rec_d,unknown
NODE_A3_length_48680_cov_24.459704_NL_19104_aut_mid_d,unknown
NODE_A3_length_49750_cov_26.414773_CH_17687_aut_mid_d,unknown
NODE_A3_length_49905_cov_25.785020_BE_16562_aut_mid_d,unknown
NODE_A3_length_50414_cov_375.163995_PT_19410_spr_rec_d,unknown
NODE_A3_length_53769_cov_43.604578_PT_19413_sum_rec_d,unknown
NODE_A3_length_69656_cov_75.449935_BE_16562_sum_rec_d,unknown
NODE_A3_length_71530_cov_55.154689_NL_19104_spr_rec_d,unknown
NODE_A3_length_80674_cov_64.365038_PT_19408_sum_rec_d,unknown
NODE_A402_length_2841_cov_3.723951_DE_18032_sum_mid_d,unknown
NODE_A403_length_3217_cov_3.400955_BE_16557_sum_mid_d,unknown
NODE_A405_length_2656_cov_18.209383_NL_19104_aut_mid_d,unknown
NODE_A405_length_3204_cov_16.683083_BE_16557_sum_mid_d,unknown
NODE_A406_length_4431_cov_16.902618_DE_18030_spr_rec_d,unknown
NODE_A40_length_11977_cov_12.166387_CH_17690_aut_rec_d,unknown
NODE_A40_length_19269_cov_67.889954_NL_19103_spr_mid_d,unknown
NODE_A40_length_2671_cov_4.023130_NL_19101_aut_mid_d,unknown
NODE_A40_length_2964_cov_4.074818_UK_15141_spr_mid_d,unknown
NODE_A40_length_4113_cov_16.602577_NL_19104_sum_mid_d,unknown
NODE_A40_length_4692_cov_7.587649_BE_16561_aut_mid_d,unknown
NODE_A40_length_5451_cov_164.190733_DE_18027_spr_mid_d,unknown
NODE_A40_length_5644_cov_87.293156_PT_19412_spr_mid_d,unknown
NODE_A410_length_2621_cov_5.312500_NL_19104_aut_mid_d,unknown
NODE_A412_length_2419_cov_5.688301_NL_19102_sum_mid_d,unknown
NODE_A415_length_2797_cov_3.261397_DE_18032_sum_mid_d,unknown
NODE_A41_length_4063_cov_5.868791_NL_19102_aut_mid_d,unknown
NODE_A41_length_4424_cov_60.285944_BE_16556_aut_mid_d,unknown
NODE_A41_length_4460_cov_21.431211_RO_26022_aut_mid_d,unknown
NODE_A422_length_3637_cov_4885.015449_CH_17690_aut_mid_d,unknown
NODE_A425_length_3399_cov_14.660446_DE_18030_spr_mid_d,unknown
NODE_A426_length_2664_cov_15.933514_NL_19101_sum_mid_d,unknown
NODE_A42_length_24240_cov_159.191615_NL_19104_aut_rec_d,unknown
NODE_A42_length_4662_cov_10.375791_BE_16563_sum_mid_d,unknown
NODE_A42_length_5242_cov_5.775992_RO_17378_spr_mid_d,unknown
NODE_A42_length_5325_cov_16.950457_DE_18027_spr_mid_d,unknown
NODE_A430_length_2661_cov_3.951238_NL_19101_sum_mid_d,unknown
NODE_A431_length_5757_cov_8.741549_NL_19100_aut_rec_d,unknown
NODE_A432_length_4396_cov_7.804816_CH_17690_aut_rec_d,unknown
NODE_A435_length_2727_cov_3.164906_DE_18032_sum_mid_d,unknown
NODE_A43_length_3066_cov_5.267983_RO_17382_aut_mid_d,unknown
NODE_A43_length_4433_cov_9.040404_FR_19770_aut_mid_d,unknown
NODE_A43_length_4611_cov_12.311866_BE_16561_aut_mid_d,unknown
NODE_A43_length_6169_cov_18.312705_NL_19103_aut_mid_d,unknown
NODE_A441_length_2709_cov_4.804711_DE_18032_sum_mid_d,unknown
NODE_A443_length_4981_cov_5.926183_DE_18029_spr_rec_d,unknown
NODE_A445_length_3503_cov_8.647694_BE_16562_aut_mid_d,unknown
NODE_A447_length_3340_cov_8.523751_DE_18030_spr_mid_d,unknown
NODE_A44_length_4609_cov_21.540821_BE_16561_aut_mid_d,unknown
NODE_A450_length_2493_cov_29.379139_NL_19104_aut_mid_d,unknown
NODE_A451_length_5627_cov_7.309189_NL_19100_aut_rec_d,unknown
NODE_A458_length_2297_cov_5.703604_NL_19102_sum_mid_d,unknown
NODE_A45_length_22166_cov_27.105211_BE_16561_aut_rec_d,unknown
NODE_A45_length_26770_cov_14.067284_NL_19100_aut_rec_d,unknown
NODE_A45_length_2789_cov_17.425147_FR_19769_spr_mid_d,unknown
NODE_A45_length_2835_cov_7.170776_UK_15141_spr_mid_d,unknown
NODE_A45_length_4351_cov_11.912728_RO_26022_aut_mid_d,unknown
NODE_A45_length_4532_cov_7.105724_PT_19414_sum_mid_d,unknown
NODE_A45_length_5420_cov_19.566910_BE_16558_aut_mid_d,unknown
NODE_A4618_length_1582_cov_120.840532_PT_19410_aut_rec_d,unknown
NODE_A464_length_3013_cov_6.260559_BE_16557_sum_mid_d,unknown
NODE_A46_length_3802_cov_6.506846_NL_19102_aut_mid_d,unknown
NODE_A46_length_4553_cov_13.936774_BE_16561_aut_mid_d,unknown
NODE_A471_length_2543_cov_2.845904_NL_19101_sum_mid_d,unknown
NODE_A472_length_2599_cov_7.963918_DE_18032_sum_mid_d,unknown
NODE_A472_length_2985_cov_6.136176_BE_16557_sum_mid_d,unknown
NODE_A472_length_3047_cov_4.243771_BE_16560_spr_mid_d,unknown
NODE_A475_length_2590_cov_4.379228_DE_18032_sum_mid_d,unknown
NODE_A475_length_2593_cov_155.249603_BE_16556_spr_mid_d,unknown
NODE_A478_length_4923_cov_22.298803_CH_17687_aut_mid_d,unknown
NODE_A479_length_2425_cov_4.439097_NL_19104_aut_mid_d,unknown
NODE_A47_length_19602_cov_26.620435_PT_19413_sum_rec_d,unknown
NODE_A47_length_2869_cov_3.224212_RO_17378_aut_mid_d,unknown
NODE_A47_length_5968_cov_18.190630_NL_19100_aut_mid_d,unknown
NODE_A483_length_4468_cov_6.562742_NL_19103_spr_mid_d,unknown
NODE_A484_length_2568_cov_2.849859_DE_18032_sum_mid_d,unknown
NODE_A487_length_2563_cov_3.246179_DE_18032_sum_mid_d,unknown
NODE_A48_length_4311_cov_15.913321_BE_16556_aut_mid_d,unknown
NODE_A48_length_4323_cov_6.491757_FR_19770_aut_mid_d,unknown
NODE_A48_length_4467_cov_313.281777_PT_19411_spr_mid_d,unknown
NODE_A48_length_4508_cov_63.742947_BE_16561_aut_mid_d,unknown
NODE_A48_length_4722_cov_85.873724_CH_17686_sum_mid_d,unknown
NODE_A48_length_4728_cov_55.958793_CH_17687_sum_mid_d,unknown
NODE_A494_length_2920_cov_35.335913_BE_16557_sum_mid_d,unknown
NODE_A495_length_2919_cov_3.191063_BE_16557_sum_mid_d,unknown
NODE_A49_length_10932_cov_10.599724_CH_17690_aut_rec_d,unknown
NODE_A49_length_16571_cov_66.887414_BE_16560_aut_ile_d,unknown
NODE_A49_length_3141_cov_3.381201_BE_16557_aut_mid_d,unknown
NODE_A49_length_4199_cov_68.504124_RO_26022_aut_mid_d,unknown
NODE_A49_length_4508_cov_13.907019_BE_16561_aut_mid_d,unknown
NODE_A49_length_5820_cov_21.516107_NL_19103_aut_mid_d,unknown
NODE_A49_length_5926_cov_15.075056_NL_19100_aut_mid_d,unknown
NODE_A4_length_30083_cov_18.339899_UK_14500_aut_rec_d,unknown
NODE_A4_length_30648_cov_241.170358_NL_19100_sum_mid_d,unknown
NODE_A4_length_30984_cov_13.674637_DE_18030_spr_mid_d,unknown
NODE_A4_length_31074_cov_816.569249_PT_19413_sum_mid_d,unknown
NODE_A4_length_31671_cov_35.829398_RO_17382_aut_rec_d,unknown
NODE_A4_length_31889_cov_17.821671_BE_16561_sum_mid_d,unknown
NODE_A4_length_32467_cov_10.817567_DE_18027_spr_mid_d,unknown
NODE_A4_length_37805_cov_569.100297_NL_19102_aut_rec_d,unknown
NODE_A4_length_40444_cov_17.382119_UK_14502_sum_rec_d,unknown
NODE_A4_length_41716_cov_44.742621_CH_17690_aut_mid_d,unknown
NODE_A4_length_41925_cov_454.242592_BE_16563_aut_rec_d,unknown
NODE_A4_length_43176_cov_31.677997_NL_19104_spr_mid_d,unknown
NODE_A4_length_43401_cov_217.122680_PT_19411_spr_mid_d,unknown
NODE_A4_length_43482_cov_12.495703_DE_18029_spr_mid_d,unknown
NODE_A4_length_45366_cov_94.656296_DE_18028_aut_rec_d,unknown
NODE_A4_length_47347_cov_34.308504_UK_14502_sum_mid_d,unknown
NODE_A4_length_49706_cov_1982.215962_BE_16560_spr_ile_d,unknown
NODE_A4_length_51609_cov_28.192676_NL_19104_aut_rec_d,unknown
NODE_A4_length_64921_cov_34.923678_NL_19103_aut_rec_d,unknown
NODE_A4_length_72306_cov_67.097260_BE_16556_spr_mid_d,unknown
NODE_A503_length_2514_cov_2.524415_DE_18032_sum_mid_d,unknown
NODE_A505_length_2509_cov_14.061266_DE_18032_sum_mid_d,unknown
NODE_A509_length_2467_cov_5.738075_NL_19101_sum_mid_d,unknown
NODE_A509_length_3644_cov_125.102607_PT_19414_sum_rec_d,unknown
NODE_A50_length_22548_cov_23.693650_NL_19104_aut_rec_d,unknown
NODE_A50_length_25218_cov_14.909749_NL_19100_aut_rec_d,unknown
NODE_A50_length_3754_cov_10.482459_NL_19102_aut_mid_d,unknown
NODE_A50_length_4298_cov_8.213693_FR_19770_aut_mid_d,unknown
NODE_A50_length_4461_cov_9.018704_BE_16561_aut_mid_d,unknown
NODE_A50_length_5764_cov_14.318270_NL_19103_aut_mid_d,unknown
NODE_A50_length_5836_cov_82.764890_NL_19100_aut_mid_d,unknown
NODE_A50_length_9541_cov_20.361792_UK_14500_aut_rec_d,unknown
NODE_A515_length_3048_cov_8.712891_DE_18032_spr_rec_d,unknown
NODE_A517_length_4164_cov_19.349645_RO_26024_aut_rec_d,unknown
NODE_A518_length_3452_cov_6.891852_NL_19101_spr_mid_d,unknown
NODE_A519_length_2466_cov_4.722478_DE_18032_sum_mid_d,unknown
NODE_A51_length_10748_cov_38.386143_BE_16556_spr_mid_d,unknown
NODE_A51_length_11386_cov_126.656115_PT_19412_spr_rec_d,unknown
NODE_A51_length_17793_cov_454.145857_PT_19412_sum_rec_d,unknown
NODE_A51_length_22304_cov_18.096684_NL_19104_aut_rec_d,unknown
NODE_A51_length_2382_cov_2.875054_PT_19414_aut_mid_d,unknown
NODE_A51_length_3729_cov_7.987678_NL_19102_aut_mid_d,unknown
NODE_A51_length_4398_cov_8.150197_RO_17378_spr_mid_d,unknown
NODE_A51_length_4550_cov_8.150682_DE_18027_spr_mid_d,unknown
NODE_A521_length_3948_cov_8.005167_CH_17690_aut_rec_d,unknown
NODE_A524_length_2459_cov_3.378673_DE_18032_sum_mid_d,unknown
NODE_A52_length_4438_cov_19.766109_BE_16561_aut_mid_d,unknown
NODE_A52_length_4531_cov_18.908397_CH_17687_sum_mid_d,unknown
NODE_A52_length_5702_cov_16.374044_NL_19103_aut_mid_d,unknown
NODE_A533_length_2807_cov_71.342125_BE_16557_sum_mid_d,unknown
NODE_A534_length_3980_cov_3.037663_DE_18030_spr_rec_d,unknown
NODE_A536_length_2415_cov_3.664671_DE_18032_sum_mid_d,unknown
NODE_A537_length_3336_cov_7.724455_UK_14502_sum_mid_d,unknown
NODE_A538_length_3103_cov_7.502644_CH_17692_sum_rec_d,unknown
NODE_A539_length_3154_cov_8.784855_BE_16562_aut_mid_d,unknown
NODE_A53_length_12438_cov_15.656905_BE_16562_aut_mid_d,unknown
NODE_A53_length_17022_cov_28.683564_CH_17687_aut_mid_d,unknown
NODE_A53_length_3386_cov_6.964642_DE_18030_aut_mid_d,unknown
NODE_A53_length_4378_cov_3.494071_DE_18027_spr_mid_d,unknown
NODE_A542_length_4715_cov_14.004312_DE_18028_spr_rec_d,unknown
NODE_A546_length_2898_cov_5.735555_DE_18033_spr_rec_d,unknown
NODE_A546_length_3887_cov_5.229396_CH_17690_aut_rec_d,unknown
NODE_A549_length_3135_cov_4.958470_BE_16562_aut_mid_d,unknown
NODE_A54_length_12373_cov_13.245120_BE_16562_aut_mid_d,unknown
NODE_A54_length_4111_cov_35.920922_RO_26022_aut_mid_d,unknown
NODE_A54_length_5587_cov_9.885118_NL_19100_aut_mid_d,unknown
NODE_A550_length_3920_cov_10.149883_NL_19102_spr_mid_d,unknown
NODE_A554_length_4554_cov_6.524682_CH_17687_aut_mid_d,unknown
NODE_A555_length_2371_cov_8.056670_DE_18032_sum_mid_d,unknown
NODE_A55_length_16122_cov_21.103708_BE_16560_aut_ile_d,unknown
NODE_A55_length_3473_cov_9.197291_DE_18028_spr_mid_d,unknown
NODE_A55_length_4370_cov_11.098532_DE_18027_spr_mid_d,unknown
NODE_A55_length_4406_cov_9.196581_BE_16561_aut_mid_d,unknown
NODE_A560_length_4535_cov_19.645805_CH_17687_aut_mid_d,unknown
NODE_A561_length_2361_cov_11.649299_DE_18032_sum_mid_d,unknown
NODE_A56_length_4310_cov_16.331916_PT_19411_spr_mid_d,unknown
NODE_A56_length_4400_cov_134.820264_BE_16563_aut_mid_d,unknown
NODE_A56_length_5595_cov_6.954513_NL_19103_aut_mid_d,unknown
NODE_A574_length_2681_cov_37.545699_BE_16557_sum_mid_d,unknown
NODE_A575_length_2574_cov_5.325190_NL_19100_sum_mid_d,unknown
NODE_A57_length_11039_cov_28.097701_PT_19412_spr_rec_d,unknown
NODE_A57_length_11766_cov_51.200103_BE_16560_sum_rec_d,unknown
NODE_A57_length_4374_cov_70.893181_BE_16561_aut_mid_d,unknown
NODE_A57_length_4731_cov_11.607220_BE_16558_aut_mid_d,unknown
NODE_A57_length_5583_cov_10.604795_NL_19103_aut_mid_d,unknown
NODE_A580_length_2311_cov_4.779767_DE_18032_sum_mid_d,unknown
NODE_A585_length_2664_cov_6.759954_BE_16557_sum_mid_d,unknown
NODE_A588_length_4450_cov_19.350560_CH_17687_aut_mid_d,unknown
NODE_A58_length_3956_cov_12.604537_RO_17378_spr_mid_d,unknown
NODE_A58_length_4579_cov_8.113949_PT_19412_spr_mid_d,unknown
NODE_A58_length_4684_cov_16.810289_BE_16558_aut_mid_d,unknown
NODE_A596_length_2644_cov_4.595637_BE_16557_sum_mid_d,unknown
NODE_A59_length_12222_cov_7.460519_UK_14502_sum_mid_d,unknown
NODE_A59_length_4247_cov_8.140767_PT_19411_spr_mid_d,unknown
NODE_A5_length_10646_cov_12.620778_NL_19104_sum_mid_d,unknown
NODE_A5_length_17808_cov_111.973162_FR_19770_spr_rec_d,unknown
NODE_A5_length_24160_cov_53.900220_NL_19102_sum_mid_d,unknown
NODE_A5_length_25276_cov_14.523989_DE_18027_spr_mid_d,unknown
NODE_A5_length_27794_cov_15.674532_DE_18030_spr_mid_d,unknown
NODE_A5_length_34755_cov_46.685362_FR_19772_aut_rec_d,unknown
NODE_A5_length_3503_cov_6.169877_FR_19771_aut_mid_d,unknown
NODE_A5_length_35715_cov_1058.818733_CH_17685_sum_rec_d,unknown
NODE_A5_length_38080_cov_26.980659_DE_18029_spr_mid_d,unknown
NODE_A5_length_38592_cov_28.902817_NL_19104_aut_ile_d,unknown
NODE_A5_length_39816_cov_74.636428_PT_19414_sum_rec_d,unknown
NODE_A5_length_40276_cov_18.781835_CH_17687_sum_rec_d,unknown
NODE_A5_length_45694_cov_15.425412_UK_14502_sum_mid_d,unknown
NODE_A5_length_47430_cov_41.115579_BE_16562_aut_mid_d,unknown
NODE_A5_length_48824_cov_13.632880_PT_19413_sum_rec_d,unknown
NODE_A5_length_49750_cov_48.348237_BE_16562_sum_rec_d,unknown
NODE_A5_length_50374_cov_44.227489_NL_19104_aut_rec_d,unknown
NODE_A5_length_51443_cov_58.235759_BE_16556_sum_rec_d,unknown
NODE_A5_length_5686_cov_42.470137_UK_15140_sum_mid_d,unknown
NODE_A5_length_64341_cov_12.670017_NL_19100_aut_rec_d,unknown
NODE_A604_length_2627_cov_3.416863_BE_16557_sum_mid_d,unknown
NODE_A605_length_4339_cov_10.394416_NL_20378_spr_rec_d,unknown
NODE_A609_length_2613_cov_39.254338_BE_16557_sum_mid_d,unknown
NODE_A60_length_2831_cov_8.553740_BE_16560_aut_mid_d,unknown
NODE_A60_length_3639_cov_3.313869_NL_19104_sum_mid_d,unknown
NODE_A60_length_4250_cov_25.433741_BE_16563_sum_mid_d,unknown
NODE_A60_length_4477_cov_103.462955_RO_17380_sum_mid_d,unknown
NODE_A60_length_5438_cov_9.454393_NL_19103_aut_mid_d,unknown
NODE_A61_length_10594_cov_34.119236_RO_17380_sum_rec_d,unknown
NODE_A61_length_3588_cov_7.758473_NL_19104_sum_mid_d,unknown
NODE_A61_length_3649_cov_3.814950_CH_17685_sum_mid_d,unknown
NODE_A61_length_3758_cov_6.293399_RO_17378_spr_mid_d,unknown
NODE_A61_length_3836_cov_16.618250_RO_26022_aut_mid_d,unknown
NODE_A61_length_3923_cov_8.972699_PT_19414_sum_mid_d,unknown
NODE_A61_length_4845_cov_5.761745_RO_17363_sum_mid_d,unknown
NODE_A629_length_3722_cov_5.916049_NL_19103_spr_mid_d,unknown
NODE_A62_length_4304_cov_59.869884_PT_19412_spr_mid_d,unknown
NODE_A62_length_4546_cov_13.563885_BE_16558_aut_mid_d,unknown
NODE_A62_length_4660_cov_18.823696_BE_16556_sum_mid_d,unknown
NODE_A62_length_5767_cov_35.431459_BE_16562_sum_mid_d,unknown
NODE_A637_length_2904_cov_3.226035_BE_16562_aut_mid_d,unknown
NODE_A63_length_3339_cov_7.974249_NL_19102_aut_mid_d,unknown
NODE_A63_length_4293_cov_11.458017_PT_19412_spr_mid_d,unknown
NODE_A63_length_5365_cov_6.235061_NL_19103_aut_mid_d,unknown
NODE_A644_length_3638_cov_4.206684_CH_17690_aut_rec_d,unknown
NODE_A646_length_4158_cov_14.325901_NL_19104_spr_mid_d,unknown
NODE_A64_length_15831_cov_1434.524893_CH_17689_aut_rec_d,unknown
NODE_A64_length_4507_cov_18.493905_BE_16558_aut_mid_d,unknown
NODE_A655_length_2508_cov_23.324146_BE_16557_sum_mid_d,unknown
NODE_A656_length_2909_cov_3.965395_CH_17690_aut_mid_d,unknown
NODE_A658_length_3604_cov_9.669974_CH_17690_aut_rec_d,unknown
NODE_A65_length_3902_cov_6.593987_BE_16556_aut_mid_d,unknown
NODE_A65_length_4291_cov_5.556478_BE_16561_aut_mid_d,unknown
NODE_A65_length_4548_cov_29.098188_BE_16556_sum_mid_d,unknown
NODE_A65_length_4882_cov_9.092404_RO_17363_spr_mid_d,unknown
NODE_A65_length_5061_cov_12.881822_NL_19100_aut_mid_d,unknown
NODE_A65_length_5277_cov_18.207692_NL_19103_aut_mid_d,unknown
NODE_A65_length_5872_cov_23.035893_NL_19102_sum_mid_d,unknown
NODE_A662_length_3591_cov_4.279169_CH_17690_aut_rec_d,unknown
NODE_A662_length_3592_cov_116.111238_NL_19103_spr_mid_d,unknown
NODE_A669_length_3190_cov_7.444908_FR_19772_aut_rec_d,unknown
NODE_A66_length_3625_cov_22.328918_RO_26022_aut_mid_d,unknown
NODE_A66_length_4272_cov_4.290822_BE_16561_aut_mid_d,unknown
NODE_A66_length_4484_cov_5.200817_BE_16556_sum_mid_d,unknown
NODE_A671_length_2380_cov_3.842814_NL_19100_sum_mid_d,unknown
NODE_A673_length_2970_cov_2.860007_UK_14502_sum_mid_d,unknown
NODE_A67_length_3297_cov_6.890994_NL_19102_aut_mid_d,unknown
NODE_A67_length_4493_cov_14.463995_BE_16558_aut_mid_d,unknown
NODE_A67_length_4682_cov_33.920087_DE_18027_aut_mid_d,unknown
NODE_A67_length_5220_cov_16.111025_NL_19103_aut_mid_d,unknown
NODE_A67_length_9600_cov_29.106374_CH_17690_aut_rec_d,unknown
NODE_A68_length_2520_cov_6.830946_CH_17692_aut_mid_d,unknown
NODE_A68_length_4256_cov_6.230916_BE_16561_aut_mid_d,unknown
NODE_A68_length_7125_cov_13.407917_PT_19412_aut_rec_d,unknown
NODE_A690_length_2772_cov_4.371800_BE_16562_aut_mid_d,unknown
NODE_A693_length_2768_cov_5.865106_BE_16562_aut_mid_d,unknown
NODE_A695_length_2826_cov_8.094580_DE_18030_spr_mid_d,unknown
NODE_A697_length_2335_cov_8.641718_NL_19100_sum_mid_d,unknown
NODE_A69_length_4698_cov_9.303398_BE_16558_spr_mid_d,unknown
NODE_A69_length_4984_cov_33.546770_NL_19100_aut_mid_d,unknown
NODE_A69_length_5145_cov_13.949290_BE_16562_sum_mid_d,unknown
NODE_A6_length_29010_cov_674.177306_CH_17687_aut_rec_d,unknown
NODE_A6_length_29555_cov_42.404743_NL_19103_sum_rec_d,unknown
NODE_A6_length_29593_cov_14.289978_CH_17690_aut_rec_d,unknown
NODE_A6_length_29791_cov_28.510265_PT_19411_sum_rec_d,unknown
NODE_A6_length_31499_cov_91.384985_RO_17382_aut_rec_d,unknown
NODE_A6_length_35585_cov_34.025037_BE_16558_sum_rec_d,unknown
NODE_A6_length_37120_cov_76.682504_NL_19104_aut_ile_d,unknown
NODE_A6_length_39195_cov_41.918886_NL_19102_spr_mid_d,unknown
NODE_A6_length_40764_cov_135.988694_UK_14498_aut_mid_d,unknown
NODE_A6_length_41315_cov_26.748533_PT_19412_sum_rec_d,unknown
NODE_A6_length_41741_cov_17.362591_CH_17687_aut_mid_d,unknown
NODE_A6_length_41792_cov_113.498382_CH_17691_sum_rec_d,unknown
NODE_A6_length_42085_cov_12.863954_CH_17691_aut_ile_d,unknown
NODE_A6_length_42897_cov_303.239631_BE_16560_sum_rec_d,unknown
NODE_A6_length_46772_cov_30.323311_BE_16556_sum_rec_d,unknown
NODE_A6_length_48701_cov_36.755902_RO_17377_sum_rec_d,unknown
NODE_A6_length_49611_cov_27.634695_NL_19104_aut_rec_d,unknown
NODE_A6_length_50946_cov_26.464468_BE_16563_sum_rec_d,unknown
NODE_A6_length_65207_cov_24.760387_NL_19104_spr_rec_d,unknown
NODE_A707_length_2795_cov_81.638705_DE_18030_spr_mid_d,unknown
NODE_A708_length_4054_cov_7.316570_CH_17687_aut_mid_d,unknown
NODE_A70_length_2948_cov_4.144201_BE_16559_aut_mid_d,unknown
NODE_A70_length_4570_cov_7.981972_FR_19767_sum_mid_d,unknown
NODE_A713_length_3487_cov_5.686217_CH_17690_aut_rec_d,unknown
NODE_A719_length_2296_cov_19.852186_NL_19100_sum_mid_d,unknown
NODE_A71_length_2612_cov_10.585799_BE_16560_aut_mid_d,unknown
NODE_A71_length_3075_cov_3.612408_RO_17378_spr_mid_d,unknown
NODE_A71_length_4869_cov_11.243740_NL_19100_aut_mid_d,unknown
NODE_A726_length_3463_cov_7.393680_CH_17690_aut_rec_d,unknown
NODE_A729_length_2784_cov_5.078315_CH_17690_aut_mid_d,unknown
NODE_A72_length_3720_cov_5.984354_PT_19414_sum_mid_d,unknown
NODE_A72_length_4461_cov_63.266195_FR_19767_sum_mid_d,unknown
NODE_A72_length_5884_cov_12.735664_NL_19104_aut_mid_d,unknown
NODE_A733_length_2696_cov_7.121039_BE_16562_aut_mid_d,unknown
NODE_A73_length_17227_cov_1390.907697_PT_19413_sum_rec_d,unknown
NODE_A73_length_4199_cov_9.355653_BE_16561_aut_mid_d,unknown
NODE_A73_length_4838_cov_25.898131_NL_19100_aut_mid_d,unknown
NODE_A745_length_3883_cov_3.214398_NL_19104_spr_mid_d,unknown
NODE_A74_length_2614_cov_6.594403_BE_16557_aut_mid_d,unknown
NODE_A74_length_4796_cov_11.574698_NL_19100_aut_mid_d,unknown
NODE_A753_length_2727_cov_9.589057_DE_18030_spr_mid_d,unknown
